date_kst,time_kst,home_team,away_team,home_score,away_score,venue,weather,temp,status
2024-04-17,08:07,Toronto Blue Jays,New York Yankees,5,4,Rogers Centre,Roof Closed,68,Final
2024-04-17,08:10,Boston Red Sox,Cleveland Guardians,7,10,Fenway Park,Partly Cloudy,64,Final
2024-04-17,08:10,New York Mets,Pittsburgh Pirates,3,1,Citi Field,Clear,67,Final
2024-04-17,08:40,Milwaukee Brewers,San Diego Padres,3,6,American Family Field,Roof Closed,56,Final
2024-04-17,09:10,Houston Astros,Atlanta Braves,2,6,Minute Maid Park,Roof Closed,73,Final
2024-04-17,10:40,Arizona Diamondbacks,Chicago Cubs,12,11,Chase Field,Clear,83,Final
2024-04-17,10:40,Seattle Mariners,Cincinnati Reds,3,1,T-Mobile Park,Clear,51,Final
2024-04-17,10:40,Oakland Athletics,St. Louis Cardinals,2,3,Oakland Coliseum,Partly Cloudy,68,Final
2024-04-17,11:10,Los Angeles Dodgers,Washington Nationals,6,2,Dodger Stadium,Clear,68,Final
2024-04-17,08:40,Chicago White Sox,Kansas City Royals,0,0,Guaranteed Rate Field,Cloudy,61,Final
2024-04-18,01:10,Miami Marlins,San Francisco Giants,1,3,loanDepot park,Roof Closed,72,Final
2024-04-18,02:05,Baltimore Orioles,Minnesota Twins,4,2,Oriole Park at Camden Yards,Cloudy,68,Final
2024-04-18,02:10,New York Mets,Pittsburgh Pirates,9,1,Citi Field,Cloudy,60,Final
2024-04-18,02:10,Detroit Tigers,Texas Rangers,4,5,Comerica Park,Cloudy,69,Final
2024-04-18,02:10,Milwaukee Brewers,San Diego Padres,1,0,American Family Field,Roof Closed,66,Final
2024-04-18,03:10,Houston Astros,Atlanta Braves,4,5,Minute Maid Park,Roof Closed,73,Final
2024-04-18,03:10,Chicago White Sox,Kansas City Royals,2,4,Guaranteed Rate Field,Cloudy,62,Final
2024-04-18,03:15,Chicago White Sox,Kansas City Royals,2,1,Guaranteed Rate Field,Cloudy,61,Final
2024-04-18,04:07,Toronto Blue Jays,New York Yankees,4,6,Rogers Centre,Roof Closed,68,Final
2024-04-18,04:10,Los Angeles Dodgers,Washington Nationals,0,2,Dodger Stadium,Partly Cloudy,75,Final
2024-04-18,04:37,Oakland Athletics,St. Louis Cardinals,6,3,Oakland Coliseum,Partly Cloudy,68,Final
2024-04-18,04:40,Arizona Diamondbacks,Chicago Cubs,3,5,Chase Field,Roof Closed,75,Final
2024-04-18,05:10,Seattle Mariners,Cincinnati Reds,5,1,T-Mobile Park,Partly Cloudy,51,Final
2024-04-18,07:05,Philadelphia Phillies,Colorado Rockies,7,6,Citizens Bank Park,Cloudy,60,Final
2024-04-18,07:50,Tampa Bay Rays,Los Angeles Angels,4,5,Tropicana Field,Dome,72,Final
2024-04-18,08:10,Boston Red Sox,Cleveland Guardians,2,0,Fenway Park,Cloudy,51,Final
2024-04-19,02:10,Tampa Bay Rays,Los Angeles Angels,2,1,Tropicana Field,Dome,72,Final
2024-04-19,02:10,Detroit Tigers,Texas Rangers,7,9,Comerica Park,Sunny,62,Final
2024-04-19,02:35,Boston Red Sox,Cleveland Guardians,4,5,Fenway Park,Cloudy,48,Final
2024-04-19,10:45,San Francisco Giants,Arizona Diamondbacks,5,0,Oracle Park,Partly Cloudy,57,Final
2024-04-19,08:40,Chicago Cubs,Miami Marlins,0,0,Wrigley Field,Overcast,42,Final
2024-04-20,03:20,Chicago Cubs,Miami Marlins,8,3,Wrigley Field,Sunny,55,Final
2024-04-20,07:40,Cincinnati Reds,Los Angeles Angels,7,1,Great American Ball Park,Clear,61,Final
2024-04-20,07:40,Pittsburgh Pirates,Boston Red Sox,1,8,PNC Park,Cloudy,63,Final
2024-04-20,07:40,Philadelphia Phillies,Chicago White Sox,7,0,Citizens Bank Park,Cloudy,56,Final
2024-04-20,07:45,Washington Nationals,Houston Astros,3,5,Nationals Park,Overcast,56,Final
2024-04-20,08:05,New York Yankees,Tampa Bay Rays,5,3,Yankee Stadium,Overcast,51,Final
2024-04-20,08:10,Cleveland Guardians,Oakland Athletics,10,2,Progressive Field,Partly Cloudy,55,Final
2024-04-20,08:20,Atlanta Braves,Texas Rangers,8,3,Truist Park,Cloudy,80,Final
2024-04-20,08:40,Kansas City Royals,Baltimore Orioles,9,4,Kauffman Stadium,Partly Cloudy,59,Final
2024-04-20,09:10,Minnesota Twins,Detroit Tigers,4,5,Target Field,Overcast,38,Final
2024-04-20,09:15,St. Louis Cardinals,Milwaukee Brewers,1,2,Busch Stadium,Cloudy,58,Final
2024-04-20,10:40,San Diego Padres,Toronto Blue Jays,1,5,Petco Park,Partly Cloudy,62,Final
2024-04-20,11:10,Los Angeles Dodgers,New York Mets,4,9,Dodger Stadium,Clear,61,Final
2024-04-20,11:15,San Francisco Giants,Arizona Diamondbacks,1,17,Oracle Park,Clear,56,Final
2024-04-20,09:40,Colorado Rockies,Seattle Mariners,0,0,Coors Field,Partly Cloudy,63,Final
2024-04-21,02:05,New York Yankees,Tampa Bay Rays,0,2,Yankee Stadium,Partly Cloudy,60,Final
2024-04-21,03:10,Minnesota Twins,Detroit Tigers,4,3,Target Field,Partly Cloudy,42,Final
2024-04-21,03:15,St. Louis Cardinals,Milwaukee Brewers,5,12,Busch Stadium,Partly Cloudy,58,Final
2024-04-21,03:20,Chicago Cubs,Miami Marlins,2,3,Wrigley Field,Cloudy,46,Final
2024-04-21,08:40,Chicago Cubs,Miami Marlins,5,3,Wrigley Field,Overcast,42,Final
2024-04-21,05:05,Washington Nationals,Houston Astros,5,4,Nationals Park,Sunny,71,Final
2024-04-21,05:05,Los Angeles Dodgers,New York Mets,4,6,Dodger Stadium,Partly Cloudy,66,Final
2024-04-21,05:05,Pittsburgh Pirates,Boston Red Sox,2,4,PNC Park,Partly Cloudy,57,Final
2024-04-21,05:05,San Francisco Giants,Arizona Diamondbacks,7,3,Oracle Park,Sunny,63,Final
2024-04-21,07:05,Philadelphia Phillies,Chicago White Sox,9,5,Citizens Bank Park,Clear,68,Final
2024-04-21,07:10,Cleveland Guardians,Oakland Athletics,6,3,Progressive Field,Partly Cloudy,47,Final
2024-04-21,07:40,Cincinnati Reds,Los Angeles Angels,7,5,Great American Ball Park,Partly Cloudy,54,Final
2024-04-21,08:10,Kansas City Royals,Baltimore Orioles,7,9,Kauffman Stadium,Partly Cloudy,53,Final
2024-04-21,08:20,Atlanta Braves,Texas Rangers,5,2,Truist Park,Partly Cloudy,69,Final
2024-04-21,09:10,Colorado Rockies,Seattle Mariners,0,7,Coors Field,Overcast,33,Final
2024-04-21,09:40,San Diego Padres,Toronto Blue Jays,2,5,Petco Park,Clear,64,Final
2024-04-22,02:35,Washington Nationals,Houston Astros,6,0,Nationals Park,Cloudy,53,Final
2024-04-22,02:35,Pittsburgh Pirates,Boston Red Sox,1,6,PNC Park,Cloudy,48,Final
2024-04-22,02:35,Philadelphia Phillies,Chicago White Sox,8,2,Citizens Bank Park,Cloudy,51,Final
2024-04-22,02:35,New York Yankees,Tampa Bay Rays,5,4,Yankee Stadium,Overcast,49,Final
2024-04-22,02:40,Cincinnati Reds,Los Angeles Angels,3,0,Great American Ball Park,Cloudy,49,Final
2024-04-22,02:40,Cleveland Guardians,Oakland Athletics,6,2,Progressive Field,Cloudy,44,Final
2024-04-22,03:10,Kansas City Royals,Baltimore Orioles,0,5,Kauffman Stadium,Sunny,55,Final
2024-04-22,03:10,Minnesota Twins,Detroit Tigers,1,6,Target Field,Sunny,56,Final
2024-04-22,03:15,St. Louis Cardinals,Milwaukee Brewers,0,2,Busch Stadium,Sunny,56,Final
2024-04-22,03:20,Chicago Cubs,Miami Marlins,3,6,Wrigley Field,Sunny,55,Final
2024-04-22,04:10,Colorado Rockies,Seattle Mariners,2,1,Coors Field,Sunny,54,Final
2024-04-22,09:10,Colorado Rockies,Seattle Mariners,2,10,Coors Field,Partly Cloudy,63,Final
2024-04-22,05:05,San Francisco Giants,Arizona Diamondbacks,3,5,Oracle Park,Sunny,71,Final
2024-04-22,05:10,Los Angeles Dodgers,New York Mets,10,0,Dodger Stadium,Sunny,75,Final
2024-04-22,05:10,San Diego Padres,Toronto Blue Jays,6,3,Petco Park,Sunny,66,Final
2024-04-22,08:10,Atlanta Braves,Texas Rangers,4,6,Truist Park,Clear,58,Final
2024-04-23,02:05,New York Yankees,Oakland Athletics,0,2,Yankee Stadium,Sunny,54,Final
2024-04-23,07:40,Cincinnati Reds,Philadelphia Phillies,0,7,Great American Ball Park,Clear,63,Final
2024-04-23,07:40,Pittsburgh Pirates,Milwaukee Brewers,4,2,PNC Park,Clear,59,Final
2024-04-23,07:50,Tampa Bay Rays,Detroit Tigers,1,7,Tropicana Field,Dome,72,Final
2024-04-23,08:20,Atlanta Braves,Miami Marlins,3,0,Truist Park,Clear,62,Final
2024-04-23,08:40,Kansas City Royals,Toronto Blue Jays,3,5,Kauffman Stadium,Partly Cloudy,69,Final
2024-04-23,08:40,Minnesota Twins,Chicago White Sox,7,0,Target Field,Partly Cloudy,65,Final
2024-04-23,08:45,St. Louis Cardinals,Arizona Diamondbacks,5,3,Busch Stadium,Clear,66,Final
2024-04-23,09:40,Colorado Rockies,San Diego Padres,1,3,Coors Field,Partly Cloudy,73,Final
2024-04-23,10:38,Los Angeles Angels,Baltimore Orioles,2,4,Angel Stadium,Cloudy,59,Final
2024-04-23,10:45,San Francisco Giants,New York Mets,5,2,Oracle Park,Partly Cloudy,58,Final
2024-04-24,07:10,Cleveland Guardians,Boston Red Sox,4,1,Progressive Field,Overcast,53,Final
2024-04-24,07:40,Cincinnati Reds,Philadelphia Phillies,8,1,Great American Ball Park,Partly Cloudy,66,Final
2024-04-24,07:40,Pittsburgh Pirates,Milwaukee Brewers,2,1,PNC Park,Cloudy,65,Final
2024-04-24,07:45,Washington Nationals,Los Angeles Dodgers,1,4,Nationals Park,Clear,71,Final
2024-04-24,07:50,Tampa Bay Rays,Detroit Tigers,2,4,Tropicana Field,Dome,72,Final
2024-04-24,08:05,New York Yankees,Oakland Athletics,4,3,Yankee Stadium,Partly Cloudy,53,Final
2024-04-24,08:20,Atlanta Braves,Miami Marlins,5,0,Truist Park,Clear,71,Final
2024-04-24,08:40,Chicago Cubs,Houston Astros,7,2,Wrigley Field,Overcast,61,Final
2024-04-24,08:40,Kansas City Royals,Toronto Blue Jays,3,2,Kauffman Stadium,Unknown,73,Final
2024-04-24,08:40,Minnesota Twins,Chicago White Sox,6,5,Target Field,Partly Cloudy,52,Final
2024-04-24,08:45,St. Louis Cardinals,Arizona Diamondbacks,1,14,Busch Stadium,Overcast,56,Final
2024-04-24,09:05,Texas Rangers,Seattle Mariners,0,4,Globe Life Field,Cloudy,75,Final
2024-04-24,09:40,Colorado Rockies,San Diego Padres,7,4,Coors Field,Rain,57,Final
2024-04-24,10:38,Los Angeles Angels,Baltimore Orioles,7,4,Angel Stadium,Partly Cloudy,66,Final
2024-04-24,10:45,San Francisco Giants,New York Mets,5,1,Oracle Park,Cloudy,59,Final
2024-04-25,02:15,St. Louis Cardinals,Arizona Diamondbacks,5,1,Busch Stadium,Sunny,65,Final
2024-04-25,04:45,San Francisco Giants,New York Mets,2,8,Oracle Park,Overcast,60,Final
2024-04-25,05:07,Los Angeles Angels,Baltimore Orioles,5,6,Angel Stadium,Cloudy,67,Final
2024-04-25,07:10,Cleveland Guardians,Boston Red Sox,0,8,Progressive Field,Cloudy,43,Final
2024-04-25,07:40,Cincinnati Reds,Philadelphia Phillies,7,4,Great American Ball Park,Partly Cloudy,57,Final
2024-04-25,07:40,Pittsburgh Pirates,Milwaukee Brewers,2,3,PNC Park,Cloudy,51,Final
2024-04-25,07:45,Washington Nationals,Los Angeles Dodgers,2,11,Nationals Park,Partly Cloudy,71,Final
2024-04-25,07:50,Tampa Bay Rays,Detroit Tigers,7,5,Tropicana Field,Dome,72,Final
2024-04-25,08:05,New York Yankees,Oakland Athletics,7,3,Yankee Stadium,Clear,63,Final
2024-04-25,08:20,Atlanta Braves,Miami Marlins,4,3,Truist Park,Partly Cloudy,71,Final
2024-04-25,08:40,Chicago Cubs,Houston Astros,4,3,Wrigley Field,Clear,40,Final
2024-04-25,08:40,Kansas City Royals,Toronto Blue Jays,3,2,Kauffman Stadium,Clear,74,Final
2024-04-25,08:40,Minnesota Twins,Chicago White Sox,6,3,Target Field,Clear,59,Final
2024-04-25,09:05,Texas Rangers,Seattle Mariners,5,1,Globe Life Field,Roof Closed,74,Final
2024-04-25,09:40,Colorado Rockies,San Diego Padres,2,5,Coors Field,Partly Cloudy,73,Final
2024-04-26,01:35,Pittsburgh Pirates,Milwaukee Brewers,5,7,PNC Park,Cloudy,42,Final
2024-04-26,02:10,Cleveland Guardians,Boston Red Sox,6,4,Progressive Field,Partly Cloudy,47,Final
2024-04-26,02:10,Cincinnati Reds,Philadelphia Phillies,0,5,Great American Ball Park,Sunny,56,Final
2024-04-26,02:10,Minnesota Twins,Chicago White Sox,6,3,Target Field,Partly Cloudy,61,Final
2024-04-26,03:10,Kansas City Royals,Toronto Blue Jays,2,1,Kauffman Stadium,Cloudy,59,Final
2024-04-26,03:20,Chicago Cubs,Houston Astros,3,1,Wrigley Field,Sunny,53,Final
2024-04-26,03:35,Texas Rangers,Seattle Mariners,3,4,Globe Life Field,Roof Closed,74,Final
2024-04-26,04:10,Colorado Rockies,San Diego Padres,10,9,Coors Field,Partly Cloudy,68,Final
2024-04-26,05:05,Washington Nationals,Los Angeles Dodgers,1,2,Nationals Park,Cloudy,61,Final
2024-04-26,08:05,New York Yankees,Oakland Athletics,1,3,Yankee Stadium,Clear,51,Final
2024-04-27,02:10,Detroit Tigers,Kansas City Royals,0,8,Comerica Park,Sunny,58,Final
2024-04-27,08:05,Baltimore Orioles,Oakland Athletics,2,3,Oriole Park at Camden Yards,Clear,60,Final
2024-04-27,08:07,Toronto Blue Jays,Los Angeles Dodgers,2,12,Rogers Centre,Roof Closed,68,Final
2024-04-27,08:10,Boston Red Sox,Chicago Cubs,1,7,Fenway Park,Clear,54,Final
2024-04-27,08:10,New York Mets,St. Louis Cardinals,2,4,Citi Field,Clear,52,Final
2024-04-27,08:10,Miami Marlins,Washington Nationals,1,3,loanDepot park,Partly Cloudy,79,Final
2024-04-27,08:20,Atlanta Braves,Cleveland Guardians,6,2,Truist Park,Cloudy,78,Final
2024-04-27,08:40,Chicago White Sox,Tampa Bay Rays,9,4,Guaranteed Rate Field,Cloudy,53,Final
2024-04-27,09:05,Texas Rangers,Cincinnati Reds,2,1,Globe Life Field,Roof Closed,74,Final
2024-04-27,09:10,Milwaukee Brewers,New York Yankees,7,6,American Family Field,Roof Closed,63,Final
2024-04-27,10:38,Los Angeles Angels,Minnesota Twins,3,5,Angel Stadium,Partly Cloudy,64,Final
2024-04-27,10:40,Seattle Mariners,Arizona Diamondbacks,6,1,T-Mobile Park,Cloudy,61,Final
2024-04-27,10:40,San Diego Padres,Philadelphia Phillies,3,9,Petco Park,Cloudy,61,Final
2024-04-27,11:15,San Francisco Giants,Pittsburgh Pirates,3,0,Oracle Park,Partly Cloudy,56,Final
2024-04-28,04:07,Toronto Blue Jays,Los Angeles Dodgers,2,4,Rogers Centre,Roof Closed,68,Final
2024-04-28,05:05,Baltimore Orioles,Oakland Athletics,7,0,Oriole Park at Camden Yards,Cloudy,61,Final
2024-04-28,05:05,New York Mets,St. Louis Cardinals,4,7,Citi Field,Cloudy,57,Final
2024-04-28,05:05,Texas Rangers,Cincinnati Reds,4,8,Globe Life Field,Roof Closed,74,Final
2024-04-28,05:10,Boston Red Sox,Chicago Cubs,17,0,Fenway Park,Partly Cloudy,61,Final
2024-04-28,05:10,Miami Marlins,Washington Nationals,4,11,loanDepot park,Roof Closed,72,Final
2024-04-28,07:05,Colorado Rockies,Houston Astros,4,12,Estadio Alfredo Harp Helu,Cloudy,79,Final
2024-04-28,07:10,Detroit Tigers,Kansas City Royals,6,5,Comerica Park,Partly Cloudy,82,Final
2024-04-28,08:10,Chicago White Sox,Tampa Bay Rays,8,7,Guaranteed Rate Field,Partly Cloudy,77,Final
2024-04-28,08:10,Milwaukee Brewers,New York Yankees,3,15,American Family Field,Roof Closed,73,Final
2024-04-28,08:20,Atlanta Braves,Cleveland Guardians,2,4,Truist Park,Partly Cloudy,73,Final
2024-04-28,09:40,San Diego Padres,Philadelphia Phillies,1,5,Petco Park,Clear,66,Final
2024-04-28,10:05,San Francisco Giants,Pittsburgh Pirates,3,4,Oracle Park,Partly Cloudy,58,Final
2024-04-28,10:38,Los Angeles Angels,Minnesota Twins,5,16,Angel Stadium,Clear,67,Final
2024-04-28,10:40,Seattle Mariners,Arizona Diamondbacks,3,1,T-Mobile Park,Roof Closed,49,Final
2024-04-29,02:35,Baltimore Orioles,Oakland Athletics,6,7,Oriole Park at Camden Yards,Sunny,78,Final
2024-04-29,02:35,Atlanta Braves,Cleveland Guardians,4,3,Truist Park,Partly Cloudy,76,Final
2024-04-29,02:37,Toronto Blue Jays,Los Angeles Dodgers,3,1,Rogers Centre,Roof Closed,68,Final
2024-04-29,02:40,Detroit Tigers,Kansas City Royals,4,1,Comerica Park,Overcast,70,Final
2024-04-29,02:40,New York Mets,St. Louis Cardinals,4,2,Citi Field,Sunny,67,Final
2024-04-29,02:40,Miami Marlins,Washington Nationals,9,12,loanDepot park,Roof Closed,72,Final
2024-04-29,03:10,Chicago White Sox,Tampa Bay Rays,4,2,Guaranteed Rate Field,Cloudy,69,Final
2024-04-29,03:10,Milwaukee Brewers,New York Yankees,5,15,American Family Field,Roof Closed,65,Final
2024-04-29,03:35,Texas Rangers,Cincinnati Reds,4,3,Globe Life Field,Roof Closed,74,Final
2024-04-29,05:05,Colorado Rockies,Houston Astros,2,8,Estadio Alfredo Harp Helu,Sunny,82,Final
2024-04-29,05:05,San Francisco Giants,Pittsburgh Pirates,3,2,Oracle Park,Sunny,63,Final
2024-04-29,05:07,Los Angeles Angels,Minnesota Twins,5,11,Angel Stadium,Sunny,73,Final
2024-04-29,05:10,Seattle Mariners,Arizona Diamondbacks,2,3,T-Mobile Park,Roof Closed,54,Final
2024-04-29,05:10,San Diego Padres,Philadelphia Phillies,6,8,Petco Park,Sunny,66,Final
2024-04-29,08:10,Boston Red Sox,Chicago Cubs,5,4,Fenway Park,Cloudy,66,Final
2024-04-30,07:35,Baltimore Orioles,New York Yankees,2,0,Oriole Park at Camden Yards,Clear,85,Final
2024-04-30,07:40,Miami Marlins,Washington Nationals,2,7,loanDepot park,Partly Cloudy,80,Final
2024-04-30,08:07,Toronto Blue Jays,Kansas City Royals,6,5,Rogers Centre,Roof Closed,68,Final
2024-04-30,08:10,New York Mets,Chicago Cubs,1,3,Citi Field,Cloudy,70,Final
2024-04-30,08:40,Chicago White Sox,Minnesota Twins,2,3,Guaranteed Rate Field,Cloudy,69,Final
2024-04-30,08:40,Milwaukee Brewers,Tampa Bay Rays,0,1,American Family Field,Roof Closed,67,Final
2024-04-30,10:38,Los Angeles Angels,Philadelphia Phillies,6,5,Angel Stadium,Clear,71,Final
2024-04-30,10:40,Arizona Diamondbacks,Los Angeles Dodgers,4,8,Chase Field,Clear,89,Final
2024-04-30,10:40,Oakland Athletics,Pittsburgh Pirates,5,1,Oakland Coliseum,Clear,63,Final
2024-04-30,10:40,San Diego Padres,Cincinnati Reds,2,5,Petco Park,Clear,64,Final
2024-04-30,10:40,Seattle Mariners,Atlanta Braves,2,1,T-Mobile Park,Roof Closed,47,Final
2024-04-30,07:40,Detroit Tigers,St. Louis Cardinals,0,0,Comerica Park,Clear,73,Final
2024-05-01,04:40,Detroit Tigers,St. Louis Cardinals,1,2,Comerica Park,Sunny,72,Final
2024-05-01,04:45,Detroit Tigers,St. Louis Cardinals,11,6,Comerica Park,Clear,73,Final
2024-05-01,07:35,Baltimore Orioles,New York Yankees,4,2,Oriole Park at Camden Yards,Cloudy,86,Final
2024-05-01,07:40,Miami Marlins,Colorado Rockies,7,6,loanDepot park,Roof Closed,72,Final
2024-05-01,08:07,Toronto Blue Jays,Kansas City Royals,1,4,Rogers Centre,Roof Closed,68,Final
2024-05-01,08:10,New York Mets,Chicago Cubs,4,2,Citi Field,Cloudy,56,Final
2024-05-01,08:10,Boston Red Sox,San Francisco Giants,4,0,Fenway Park,Partly Cloudy,52,Final
2024-05-01,08:40,Chicago White Sox,Minnesota Twins,5,6,Guaranteed Rate Field,Clear,70,Final
2024-05-01,08:40,Milwaukee Brewers,Tampa Bay Rays,8,2,American Family Field,Roof Closed,67,Final
2024-05-01,09:05,Texas Rangers,Washington Nationals,7,1,Globe Life Field,Roof Closed,74,Final
2024-05-01,09:10,Houston Astros,Cleveland Guardians,10,9,Minute Maid Park,Roof Closed,73,Final
2024-05-01,10:38,Los Angeles Angels,Philadelphia Phillies,5,7,Angel Stadium,Clear,68,Final
2024-05-01,10:40,Arizona Diamondbacks,Los Angeles Dodgers,4,3,Chase Field,Clear,86,Final
2024-05-01,10:40,Oakland Athletics,Pittsburgh Pirates,5,2,Oakland Coliseum,Clear,64,Final
2024-05-01,10:40,San Diego Padres,Cincinnati Reds,6,4,Petco Park,Cloudy,63,Final
2024-05-01,10:40,Seattle Mariners,Atlanta Braves,3,2,T-Mobile Park,Partly Cloudy,53,Final
2024-05-02,02:10,Detroit Tigers,St. Louis Cardinals,4,1,Comerica Park,Partly Cloudy,75,Final
2024-05-02,02:10,Milwaukee Brewers,Tampa Bay Rays,7,1,American Family Field,Sunny,68,Final
2024-05-02,03:10,Chicago White Sox,Minnesota Twins,5,10,Guaranteed Rate Field,Sunny,75,Final
2024-05-02,04:07,Toronto Blue Jays,Kansas City Royals,1,6,Rogers Centre,Roof Closed,68,Final
2024-05-02,04:37,Oakland Athletics,Pittsburgh Pirates,4,0,Oakland Coliseum,Sunny,71,Final
2024-05-02,04:40,Seattle Mariners,Atlanta Braves,2,5,T-Mobile Park,Partly Cloudy,53,Final
2024-05-02,05:07,Los Angeles Angels,Philadelphia Phillies,1,2,Angel Stadium,Sunny,71,Final
2024-05-02,05:10,San Diego Padres,Cincinnati Reds,6,2,Petco Park,Partly Cloudy,67,Final
2024-05-02,07:35,Baltimore Orioles,New York Yankees,0,2,Oriole Park at Camden Yards,Partly Cloudy,81,Final
2024-05-02,07:40,Miami Marlins,Colorado Rockies,4,1,loanDepot park,Roof Closed,72,Final
2024-05-02,08:10,New York Mets,Chicago Cubs,0,1,Citi Field,Clear,60,Final
2024-05-02,08:10,Boston Red Sox,San Francisco Giants,6,2,Fenway Park,Clear,51,Final
2024-05-02,09:05,Texas Rangers,Washington Nationals,0,1,Globe Life Field,Roof Closed,74,Final
2024-05-02,09:10,Houston Astros,Cleveland Guardians,2,3,Minute Maid Park,Roof Closed,73,Final
2024-05-02,10:40,Arizona Diamondbacks,Los Angeles Dodgers,0,8,Chase Field,Partly Cloudy,88,Final
2024-05-03,01:10,Miami Marlins,Colorado Rockies,5,4,loanDepot park,Roof Closed,72,Final
2024-05-03,02:05,Baltimore Orioles,New York Yankees,7,2,Oriole Park at Camden Yards,Sunny,89,Final
2024-05-03,02:10,New York Mets,Chicago Cubs,7,6,Citi Field,Sunny,71,Final
2024-05-03,02:35,Boston Red Sox,San Francisco Giants,1,3,Fenway Park,Partly Cloudy,66,Final
2024-05-03,03:35,Texas Rangers,Washington Nationals,6,0,Globe Life Field,Roof Closed,74,Final
2024-05-03,09:10,Houston Astros,Cleveland Guardians,8,2,Minute Maid Park,Roof Closed,73,Final
2024-05-04,03:20,Chicago Cubs,Milwaukee Brewers,1,3,Wrigley Field,Partly Cloudy,61,Final
2024-05-04,07:10,Cincinnati Reds,Baltimore Orioles,0,3,Great American Ball Park,Overcast,67,Final
2024-05-04,07:40,Pittsburgh Pirates,Colorado Rockies,2,3,PNC Park,Cloudy,74,Final
2024-05-04,07:40,Philadelphia Phillies,San Francisco Giants,4,3,Citizens Bank Park,Cloudy,58,Final
2024-05-04,07:45,Washington Nationals,Toronto Blue Jays,9,3,Nationals Park,Partly Cloudy,64,Final
2024-05-04,07:50,Tampa Bay Rays,New York Mets,10,8,Tropicana Field,Dome,72,Final
2024-05-04,08:05,New York Yankees,Detroit Tigers,2,1,Yankee Stadium,Clear,57,Final
2024-05-04,08:10,Cleveland Guardians,Los Angeles Angels,0,6,Progressive Field,Overcast,67,Final
2024-05-04,08:40,Kansas City Royals,Texas Rangers,7,1,Kauffman Stadium,Partly Cloudy,74,Final
2024-05-04,09:10,Houston Astros,Seattle Mariners,5,3,Minute Maid Park,Roof Closed,73,Final
2024-05-04,09:10,Minnesota Twins,Boston Red Sox,5,2,Target Field,Cloudy,69,Final
2024-05-04,09:15,St. Louis Cardinals,Chicago White Sox,3,0,Busch Stadium,Partly Cloudy,75,Final
2024-05-04,10:40,Arizona Diamondbacks,San Diego Padres,1,7,Chase Field,Clear,91,Final
2024-05-04,10:40,Oakland Athletics,Miami Marlins,3,1,Oakland Coliseum,Clear,61,Final
2024-05-04,11:10,Los Angeles Dodgers,Atlanta Braves,4,3,Dodger Stadium,Clear,64,Final
2024-05-05,02:05,New York Yankees,Detroit Tigers,5,3,Yankee Stadium,Partly Cloudy,61,Final
